employee_id,gender,job_class,job_grade,role_level,role_level_encoded,division,location,tenure_years,performance,salary
CNF0516,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,6,64.1,85200.0
CNF0517,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,5,77.0,90600.0
CNF0518,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,22,57.5,160500.0
CNF0519,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,1,50.0,195600.0
CNF0520,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,5,71.0,80000.0
CNF0521,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,82.1,117200.0
CNF0522,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,46.3,85000.0
CNF0523,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,0,81.5,200000.0
CNF0524,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,25,81.4,191400.0
CNF0525,Male,Regional Director,Grade 6,Director,4,Retail Banking,Calgary,8,83.4,151900.0
CNF0526,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,7,87.1,90900.0
CNF0527,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,3,100.0,93700.0
CNF0528,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,65.0,72000.0
CNF0529,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,71.5,73600.0
CNF0530,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,1,64.2,141500.0
CNF0531,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,2,70.0,162100.0
CNF0532,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,7,91.5,206300.0
CNF0533,Female,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,3,51.2,190000.0
CNF0534,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,57.9,80000.0
CNF0535,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,0,89.3,123800.0
CNF0536,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,0,84.3,192300.0
CNF0537,Male,Pension Director,Grade 6,Director,4,Pension Administration,Vancouver,2,64.9,144300.0
CNF0538,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,13,82.0,78600.0
CNF0539,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,5,74.8,112400.0
CNF0540,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,8,91.0,74200.0
CNF0541,Female,Vice President — Pension,Grade 7,VP,5,Pension Administration,Vancouver,3,71.0,192300.0
CNF0542,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,2,84.4,116600.0
CNF0543,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,0,100.0,75700.0
CNF0544,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,10,78.4,139900.0
CNF0545,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,7,70.7,104200.0
CNF0546,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,0,80.1,93800.0
CNF0547,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,64.9,84200.0
CNF0548,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,3,100.0,128800.0
CNF0549,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,4,72.5,98700.0
CNF0550,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,14,66.2,127200.0
CNF0551,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,4,58.3,92000.0
CNF0552,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,3,85.4,158900.0
CNF0553,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,0,82.1,100700.0
CNF0554,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,63.0,97100.0
CNF0555,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,78.1,141400.0
CNF0556,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,0,48.9,68600.0
CNF0557,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,6,72.6,80700.0
CNF0558,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,6,76.3,78800.0
CNF0559,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,0,93.9,130700.0
CNF0560,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,9,59.2,105000.0
CNF0561,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,0,52.1,107500.0
CNF0562,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,57.5,81600.0
CNF0563,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,1,51.3,56200.0
CNF0564,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,88.7,85900.0
CNF0565,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,1,91.7,106300.0
CNF0566,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,3,74.5,117100.0
CNF0567,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,87.1,80600.0
CNF0568,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,21,71.9,114900.0
CNF0569,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,0,68.7,127800.0
CNF0570,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,0,65.3,83200.0
CNF0571,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,65.7,88600.0
CNF0572,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,4,48.3,118100.0
CNF0573,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,73.7,93300.0
CNF0574,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,9,69.4,122800.0
CNF0575,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,3,80.4,160100.0
CNF0576,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,3,71.3,168200.0
CNF0577,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,4,67.7,73200.0
CNF0578,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,0,57.8,158400.0
CNF0579,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,71.0,78500.0
CNF0580,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,1,80.3,74500.0
CNF0581,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,4,54.0,92000.0
CNF0582,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,1,71.2,189900.0
CNF0583,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,73.3,96500.0
CNF0584,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,17,59.9,126600.0
CNF0585,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,61.8,113200.0
CNF0586,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,8,73.2,80400.0
CNF0587,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,7,54.1,72000.0
CNF0588,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,74.9,70100.0
CNF0589,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,57.5,78600.0
CNF0590,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,84.9,75100.0
CNF0591,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,5,100.0,82600.0
CNF0592,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,5,57.9,106100.0
CNF0593,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,7,77.5,90300.0
CNF0594,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,13,59.8,103200.0
CNF0595,Male,Regional Director,Grade 6,Director,4,Retail Banking,Vancouver,5,84.6,161000.0
CNF0596,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,0,52.3,86700.0
CNF0597,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,1,76.7,109700.0
CNF0598,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,9,57.8,61200.0
CNF0599,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,67.1,68300.0
CNF0600,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,55.6,60700.0
CNF0601,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,6,81.5,86300.0
CNF0602,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,58.3,63700.0
CNF0603,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,12,77.7,78200.0
CNF0604,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,5,65.2,83100.0
CNF0605,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,68.4,62400.0
CNF0606,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,14,72.1,103200.0
CNF0607,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,1,59.3,69600.0
CNF0608,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,2,72.9,73300.0
CNF0609,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,91.4,90100.0
CNF0610,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,59.1,121700.0
CNF0611,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,86.4,84100.0
CNF0612,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,91.0,115500.0
CNF0613,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,2,58.6,111000.0
CNF0614,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,49.6,59400.0
CNF0615,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,7,74.2,169400.0
CNF0616,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,8,62.3,155400.0
CNF0617,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,96.2,73300.0
CNF0618,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,2,70.5,63300.0
CNF0619,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,2,58.8,141800.0
CNF0620,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,53.9,118700.0
CNF0621,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,8,85.3,72400.0
CNF0622,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,6,62.0,82800.0
CNF0623,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,1,70.6,95500.0
CNF0624,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,83.4,106100.0
CNF0625,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,0,63.2,120700.0
CNF0626,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,4,69.4,89300.0
CNF0627,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,69.8,85500.0
CNF0628,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,21,79.6,131900.0
CNF0629,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,7,78.3,80000.0
CNF0630,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,66.9,86800.0
CNF0631,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,4,70.9,104300.0
CNF0632,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,12,64.8,166600.0
CNF0633,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,4,49.3,85900.0
CNF0634,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,0,73.6,83700.0
CNF0635,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,2,96.5,75000.0
CNF0636,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,9,57.6,86500.0
CNF0637,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,5,59.2,97800.0
CNF0638,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,5,57.8,72900.0
CNF0639,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,10,80.1,75600.0
CNF0640,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,11,76.3,95200.0
CNF0641,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,12,67.8,69500.0
CNF0642,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,57.1,97000.0
CNF0643,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,71.3,81400.0
CNF0644,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,6,48.1,79100.0
CNF0645,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,7,72.0,71000.0
CNF0646,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,4,82.2,163200.0
CNF0647,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,0,52.5,83200.0
CNF0648,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,7,48.5,120900.0
CNF0649,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,6,92.1,130600.0
CNF0650,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,61.4,91200.0
CNF0651,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,85.9,92600.0
CNF0652,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,0,67.8,101000.0
CNF0653,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,2,67.7,106400.0
CNF0654,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,0,76.1,105500.0
CNF0655,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,2,57.6,90900.0
CNF0656,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,71.9,83500.0
CNF0657,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,4,64.7,81800.0
CNF0658,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,5,51.5,88600.0
CNF0659,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,9,74.7,127100.0
CNF0660,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,1,66.3,88300.0
CNF0661,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,67.8,79300.0
CNF0662,Female,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,9,53.1,194100.0
CNF0663,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,0,92.3,114600.0
CNF0664,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,18,82.3,98500.0
CNF0665,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,9,83.5,81200.0
CNF0666,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,3,65.7,59100.0
CNF0667,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,19,45.8,80400.0
CNF0668,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,97.3,85600.0
CNF0669,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,1,69.1,46300.0
CNF0670,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,5,59.5,73100.0
CNF0671,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,2,75.8,77800.0
CNF0672,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,13,86.3,163000.0
CNF0673,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,69.7,64800.0
CNF0674,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,3,87.9,90500.0
CNF0675,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,4,85.2,84500.0
CNF0676,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,5,54.9,173200.0
CNF0677,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,1,60.6,53500.0
CNF0678,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,2,83.4,110000.0
CNF0679,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,9,32.0,193100.0
CNF0680,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,67.9,143400.0
CNF0681,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,8,50.0,157100.0
CNF0682,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,4,63.3,66500.0
CNF0683,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,7,65.8,75700.0
CNF0684,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,6,65.0,116900.0
CNF0685,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,1,62.3,150000.0
CNF0686,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,4,54.6,96000.0
CNF0687,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,10,100.0,110900.0
CNF0688,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,96.1,81700.0
CNF0689,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,16,53.7,126200.0
CNF0690,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,92.1,86400.0
CNF0691,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,0,64.4,80900.0
CNF0692,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,2,71.8,92900.0
CNF0693,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,15,69.1,91300.0
CNF0694,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,1,60.8,78500.0
CNF0695,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,10,83.8,87200.0
CNF0696,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,10,71.8,120600.0
CNF0697,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,2,63.3,78900.0
CNF0698,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,0,51.7,107100.0
CNF0699,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,6,57.5,73900.0
CNF0700,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,1,47.0,81300.0
CNF0701,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,7,70.2,90700.0
CNF0702,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,2,53.2,78700.0
CNF0703,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,3,66.3,87000.0
CNF0704,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,7,89.2,85000.0
CNF0705,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,2,86.8,56300.0
CNF0706,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Calgary,2,69.5,198800.0
CNF0707,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,2,68.8,71700.0
CNF0708,Male,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,2,96.3,168000.0
CNF0709,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,3,77.3,55000.0
CNF0710,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,8,65.4,121900.0
CNF0711,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,2,50.0,106100.0
CNF0712,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,3,75.5,114300.0
CNF0713,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Vancouver,5,81.6,89000.0
CNF0714,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,1,61.2,83300.0
CNF0715,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,1,74.1,99200.0
CNF0716,Female,Pension Director,Grade 6,Director,4,Pension Administration,Vancouver,13,64.9,157100.0
CNF0717,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,6,67.4,165500.0
CNF0718,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,4,35.2,197300.0
CNF0719,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,5,66.9,66900.0
CNF0720,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,0,83.6,114400.0
CNF0721,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,4,61.2,183900.0
CNF0722,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,70.7,66000.0
CNF0723,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,3,59.4,51200.0
CNF0724,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,2,75.0,126000.0
CNF0725,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,0,67.0,85000.0
CNF0726,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,1,56.9,154300.0
CNF0727,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,15,88.7,99300.0
CNF0728,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,2,83.0,121900.0
CNF0729,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Vancouver,3,61.5,54800.0
CNF0730,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,77.0,69300.0
CNF0731,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,77.5,73800.0
CNF0732,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,6,79.0,152000.0
CNF0733,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,46.3,115100.0
CNF0734,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,3,84.1,97200.0
CNF0735,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,62.0,103400.0
CNF0736,Male,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,6,65.0,153800.0
CNF0737,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,100.0,95500.0
CNF0738,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,1,74.2,156900.0
CNF0739,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,3,64.6,93100.0
CNF0740,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,39.1,75800.0
CNF0741,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,89.5,82800.0
CNF0742,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,5,51.2,87400.0
CNF0743,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,5,56.0,114500.0
CNF0744,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,8,65.4,98300.0
CNF0745,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,2,89.8,82800.0
CNF0746,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,0,80.8,133900.0
CNF0747,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,67.8,93900.0
CNF0748,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,19,74.3,108900.0
CNF0749,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,4,61.6,146500.0
CNF0750,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,6,72.0,103500.0
CNF0751,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,71.0,61800.0
CNF0752,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,3,83.6,196100.0
CNF0753,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,83.5,121900.0
CNF0754,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,4,76.9,92800.0
CNF0755,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,12,64.9,76300.0
CNF0756,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,17,80.4,143500.0
CNF0757,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,3,68.7,122000.0
CNF0758,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,3,54.9,83800.0
CNF0759,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,14,64.4,166600.0
CNF0760,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,5,71.2,127800.0
CNF0761,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,82.7,72500.0
CNF0762,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,3,67.4,99300.0
CNF0763,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,53.1,89400.0
CNF0764,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,3,70.8,107700.0
CNF0765,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,71.6,89900.0
CNF0766,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,4,72.6,84300.0
CNF0767,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,2,82.9,124100.0
CNF0768,Female,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,0,84.3,152100.0
CNF0769,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,3,61.7,86300.0
CNF0770,Male,Pension Director,Grade 6,Director,4,Pension Administration,Vancouver,8,61.4,165700.0
CNF0771,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,5,55.4,83800.0
